project,cve_id,commit,function,basic_blocks,binary_file
sqlite,CVE-2020-15358,b7cbf5c1b2a9,sqlite3Select,585,CVE-2020-15358-patch-b7cbf5c-sqlite3
sqlite,CVE-2019-20218,a6c1a71cde08,selectExpander,194,CVE-2019-20218-patch-a6c1a71-sqlite3
sqlite,CVE-2020-13632,219b8e7e7587,fts3ExprLHits,30,CVE-2020-13632-patch-219b8e7-sqlite3
sqlite,CVE-2020-13630,becd68ba0dac,fts3EvalNextRow,130,CVE-2020-13630-patch-becd68b-sqlite3
sqlite,CVE-2019-19880,75e95e1fcd52,exprListAppendList,19,CVE-2019-19880-patch-75e95e1-sqlite3
sqlite,CVE-2019-19959,d8f2d46cbc99,zipfileStep,86,CVE-2019-19959-patch-d8f2d46-sqlite3
sqlite,CVE-2019-19959,d8f2d46cbc99,zipfileUpdate,112,CVE-2019-19959-patch-d8f2d46-sqlite3
sqlite,CVE-2019-19923,396afe6f6aa9,flattenSubquery,166,CVE-2019-19923-patch-396afe6-sqlite3
sqlite,CVE-2019-19925,54d501092d88,zipfileUpdate,111,CVE-2019-19925-patch-54d5010-sqlite3
sqlite,CVE-2020-35525,5f69512404cd,multiSelect,205,CVE-2020-35525-patch-5f69512-sqlite3
sqlite,CVE-2019-19645,38096961c7cd,sqlite3CreateView,39,CVE-2019-19645-patch-3809696-sqlite3
sqlite,CVE-2019-19645,38096961c7cd,renameTableFunc,78,CVE-2019-19645-patch-3809696-sqlite3
sqlite,CVE-2019-19645,38096961c7cd,renameColumnFunc,114,CVE-2019-19645-patch-3809696-sqlite3
sqlite,CVE-2019-19645,38096961c7cd,renameUnmapSelectCb,22,CVE-2019-19645-patch-3809696-sqlite3
sqlite,CVE-2019-19645,38096961c7cd,renameColumnSelectCb,5,CVE-2019-19645-patch-3809696-sqlite3
sqlite,CVE-2019-19645,38096961c7cd,renameTableSelectCb,14,CVE-2019-19645-patch-3809696-sqlite3
sqlite,CVE-2020-35527,0990c415f65d,selectExpander,203,CVE-2020-35527-patch-0990c41-sqlite3
sqlite,CVE-2019-19244,e59c562b3f68,sqlite3Select,553,CVE-2019-19244-patch-e59c562-sqlite3
sqlite,CVE-2019-19924,8654186b0236,codeCompare,12,CVE-2019-19924-patch-8654186-sqlite3
sqlite,CVE-2019-19924,8654186b0236,vdbeVComment,15,CVE-2019-19924-patch-8654186-sqlite3
sqlite,CVE-2019-19924,8654186b0236,sqlite3WindowRewrite,76,CVE-2019-19924-patch-8654186-sqlite3
openssl,CVE-2019-1543,ee22257b1418,chacha20_poly1305_ctrl,51,CVE-2019-1543-patch-ee22257b1418-libcrypto
openssl,CVE-2022-1343,2eda98790c5c,ocsp_verify_signer,37,CVE-2022-1343-patch-2eda98790c5c-libcrypto
openssl,CVE-2015-0209,1b4a8df38fc9,d2i_ECPrivateKey,57,CVE-2015-0209-patch-1b4a8df38fc9-openssl
openssl,CVE-2015-0288,28a00bcd8e31,X509_to_X509_REQ,26,CVE-2015-0288-patch-28a00bcd8e31-openssl
openssl,CVE-2024-0727,775acfdbd0c6,newpass_p12,77,CVE-2024-0727-patch-775acfdbd0c6-libcrypto
openssl,CVE-2024-0727,775acfdbd0c6,SMIME_write_PKCS7,13,CVE-2024-0727-patch-775acfdbd0c6-libcrypto
openssl,CVE-2024-0727,775acfdbd0c6,pkcs12_gen_mac,79,CVE-2024-0727-patch-775acfdbd0c6-libcrypto
openssl,CVE-2024-0727,775acfdbd0c6,PKCS12_unpack_p7encdata,12,CVE-2024-0727-patch-775acfdbd0c6-libcrypto
openssl,CVE-2024-0727,775acfdbd0c6,PKCS12_unpack_authsafes,30,CVE-2024-0727-patch-775acfdbd0c6-libcrypto
openssl,CVE-2016-2177,a004e72b9583,tls1_process_ticket,40,CVE-2016-2177-patch-a004e72b9583-openssl
openssl,CVE-2016-2177,a004e72b9583,ssl_scan_clienthello_tlsext,199,CVE-2016-2177-patch-a004e72b9583-openssl
openssl,CVE-2016-2177,a004e72b9583,ssl_scan_clienthello_custom_tlsext,16,CVE-2016-2177-patch-a004e72b9583-openssl
openssl,CVE-2016-2177,a004e72b9583,ssl3_get_client_hello,266,CVE-2016-2177-patch-a004e72b9583-openssl
openssl,CVE-2016-2177,a004e72b9583,ssl_get_prev_session,73,CVE-2016-2177-patch-a004e72b9583-openssl
openssl,CVE-2016-2177,a004e72b9583,ssl_check_for_safari,27,CVE-2016-2177-patch-a004e72b9583-openssl
openssl,CVE-2016-2177,a004e72b9583,ssl_scan_serverhello_tlsext,115,CVE-2016-2177-patch-a004e72b9583-openssl
openssl,CVE-2016-0705,6c88c71b4e48,dsa_priv_decode,63,CVE-2016-0705-patch-6c88c71b4e48-openssl
openssl,CVE-2015-3197,d81a1600588b,get_client_hello,100,CVE-2015-3197-patch-d81a1600588b-openssl
openssl,CVE-2015-3197,d81a1600588b,get_client_master_key,86,CVE-2015-3197-patch-d81a1600588b-openssl
openssl,CVE-2016-6306,52e623c4cb06,ssl3_get_server_certificate,88,CVE-2016-6306-patch-52e623c4cb06-openssl
openssl,CVE-2016-6306,52e623c4cb06,ssl3_get_certificate_request,85,CVE-2016-6306-patch-52e623c4cb06-openssl
openssl,CVE-2016-6306,52e623c4cb06,ssl3_get_client_certificate,82,CVE-2016-6306-patch-52e623c4cb06-openssl
openssl,CVE-2022-3358,5485c56679d7,evp_md_init_internal,151,CVE-2022-3358-patch-5485c56679d7-libcrypto
openssl,CVE-2022-3358,5485c56679d7,evp_cipher_init_internal,201,CVE-2022-3358-patch-5485c56679d7-libcrypto
openssl,CVE-2016-0798,259b664f950c,init_ssl_connection,94,CVE-2016-0798-patch-259b664f950c-openssl
openssl,CVE-2016-0798,259b664f950c,SRP_user_pwd_set_sv_BN,5,CVE-2016-0798-patch-259b664f950c-openssl
openssl,CVE-2016-0798,259b664f950c,sv_body,239,CVE-2016-0798-patch-259b664f950c-openssl
openssl,CVE-2016-0798,259b664f950c,t_tob64,20,CVE-2016-0798-patch-259b664f950c-openssl
openssl,CVE-2016-0798,259b664f950c,rev_body,115,CVE-2016-0798-patch-259b664f950c-openssl
openssl,CVE-2016-0798,259b664f950c,SRP_VBASE_init,66,CVE-2016-0798-patch-259b664f950c-openssl
openssl,CVE-2016-0798,259b664f950c,www_body,287,CVE-2016-0798-patch-259b664f950c-openssl
openssl,CVE-2016-0798,259b664f950c,ssl_srp_server_param_cb,16,CVE-2016-0798-patch-259b664f950c-openssl
openssl,CVE-2016-0702,708dc2f1291e,BN_mod_exp_mont_consttime,261,CVE-2016-0702-patch-708dc2f1291e-openssl
openssl,CVE-2016-0702,708dc2f1291e,MOD_EXP_CTIME_COPY_TO_PREBUF,6,CVE-2016-0702-patch-708dc2f1291e-openssl
openssl,CVE-2016-0702,708dc2f1291e,bn_get_bits,0,CVE-2016-0702-patch-708dc2f1291e-openssl
openssl,CVE-2015-1789,f48b83b4fb7d,X509_cmp_time,66,CVE-2015-1789-patch-f48b83b4fb7d-openssl
openssl,CVE-2015-1788,4924b37ee01f,BN_GF2m_mod_inv,81,CVE-2015-1788-patch-4924b37ee01f-openssl
openssl,CVE-2016-0797,c17530840785,BN_dec2bn,50,CVE-2016-0797-patch-c17530840785-openssl
openssl,CVE-2016-0797,c17530840785,BN_hex2bn,57,CVE-2016-0797-patch-c17530840785-openssl
openssl,CVE-2016-2105,5b814481f357,EVP_EncodeUpdate,18,CVE-2016-2105-patch-5b814481f357-openssl
openssl,CVE-2015-1791,98ece4eebfb6,ssl3_get_new_session_ticket,36,CVE-2015-1791-patch-98ece4eebfb6-openssl
openssl,CVE-2015-1791,98ece4eebfb6,SSL_SESSION_new,9,CVE-2015-1791-patch-98ece4eebfb6-openssl
openssl,CVE-2021-4044,758754966791,tls_post_process_server_certificate,47,CVE-2021-4044-patch-758754966791-libssl
openssl,CVE-2021-4044,758754966791,ssl_verify_cert_chain,64,CVE-2021-4044-patch-758754966791-libssl
openssl,CVE-2021-4044,758754966791,ssl_cert_set_cert_cb,1,CVE-2021-4044-patch-758754966791-libssl
openssl,CVE-2018-0732,3984ef0b7283,generate_key,60,CVE-2018-0732-patch-3984ef0b7283-openssl
openssl,CVE-2016-2106,3f3582139fbb,EVP_EncryptUpdate,0,CVE-2016-2106-patch-3f3582139fbb-openssl
openssl,CVE-2019-1559,e9bbefbf0f24,ssl3_read_bytes,222,CVE-2019-1559-patch-e9bbefbf0f24-openssl
openssl,CVE-2019-1559,e9bbefbf0f24,ssl3_send_alert,15,CVE-2019-1559-patch-e9bbefbf0f24-openssl
openssl,CVE-2019-1559,e9bbefbf0f24,dtls1_read_bytes,246,CVE-2019-1559-patch-e9bbefbf0f24-openssl
openssl,CVE-2022-1473,64c85430f952,OPENSSL_LH_flush,11,CVE-2022-1473-patch-64c85430f952-libcrypto
openssl,CVE-2015-0206,103b171d8fc2,dtls1_read_bytes,229,CVE-2015-0206-patch-103b171d8fc2-openssl
openssl,CVE-2015-0206,103b171d8fc2,dtls1_buffer_record,35,CVE-2015-0206-patch-103b171d8fc2-openssl
openssl,CVE-2015-0206,103b171d8fc2,dtls1_process_buffered_records,15,CVE-2015-0206-patch-103b171d8fc2-openssl
openssl,CVE-2015-0206,103b171d8fc2,dtls1_get_record,59,CVE-2015-0206-patch-103b171d8fc2-openssl
openssl,CVE-2016-7052,6e629b5be45f,get_crl_sk,32,CVE-2016-7052-patch-6e629b5be45f-openssl
openssl,CVE-2015-3196,3c66a669dfc7,ssl3_get_key_exchange,315,CVE-2015-3196-patch-3c66a669dfc7-openssl
openssl,CVE-2015-3196,3c66a669dfc7,ssl3_get_client_key_exchange,280,CVE-2015-3196-patch-3c66a669dfc7-openssl
openssl,CVE-2015-3196,3c66a669dfc7,ssl3_send_client_key_exchange,260,CVE-2015-3196-patch-3c66a669dfc7-openssl
openssl,CVE-2023-0215,8818064ce3c3,ndef_suffix,21,CVE-2023-0215-patch-8818064ce3c3-libcrypto
openssl,CVE-2023-0215,8818064ce3c3,BIO_new_NDEF,33,CVE-2023-0215-patch-8818064ce3c3-libcrypto
openssl,CVE-2023-0216,934a04f0e775,ossl_pkcs7_resolve_libctx,36,CVE-2023-0216-patch-934a04f0e775-libcrypto
openssl,CVE-2023-0216,934a04f0e775,pkcs7_get_signer_certs,10,CVE-2023-0216-patch-934a04f0e775-libcrypto
openssl,CVE-2023-0216,934a04f0e775,PKCS7_add_signature,26,CVE-2023-0216-patch-934a04f0e775-libcrypto
openssl,CVE-2023-2650,423a2bc737a9,OBJ_obj2txt,1,CVE-2023-2650-patch-423a2bc737a9-openssl
openssl,CVE-2023-0401,d3b6dfd70db8,PKCS7_dataDecode,213,CVE-2023-0401-patch-d3b6dfd70db8-libcrypto
openssl,CVE-2023-0401,d3b6dfd70db8,pkcs7_bio_add_digest,45,CVE-2023-0401-patch-d3b6dfd70db8-libcrypto
openssl,CVE-2015-3195,cc598f321fba,asn1_template_noexp_d2i,62,CVE-2015-3195-patch-cc598f321fba-openssl
openssl,CVE-2015-3195,cc598f321fba,ASN1_item_ex_d2i,195,CVE-2015-3195-patch-cc598f321fba-openssl
openssl,CVE-2016-2109,c62981390d6c,asn1_d2i_read_bio,73,CVE-2016-2109-patch-c62981390d6c-libcrypto
openssl,CVE-2016-2109,c62981390d6c,ASN1_item_d2i_fp,10,CVE-2016-2109-patch-c62981390d6c-libcrypto
openssl,CVE-2016-6304,2c0d295e2630,ssl_parse_clienthello_tlsext,185,CVE-2016-6304-patch-2c0d295e2630-openssl
openssl,CVE-2023-5363,5f69f5c65e48,evp_cipher_init_internal,229,CVE-2023-5363-patch-0df40630850f-libcrypto
openssl,CVE-2015-1790,59302b600e8d,PKCS7_dataDecode,150,CVE-2015-1790-patch-59302b600e8d-openssl
openssl,CVE-2018-0737,6939eab03a6e,rsa_builtin_keygen,151,CVE-2018-0737-patch-6939eab03a6e-libcrypto
openssl,CVE-2022-3996,7725e7bfe6f2,ossl_policy_cache_set_mapping,40,CVE-2022-3996-patch-7725e7bfe6f2-libcrypto
openssl,CVE-2016-2176,2919516136a4,X509_NAME_oneline,84,CVE-2016-2176-patch-2919516136a4-openssl
openssl,CVE-2023-5363,5f69f5c65e48,evp_cipher_init_internal,229,CVE-2023-5363-patch-5f69f5c65e48-libcrypto
openssl,CVE-2019-1563,08229ad838c5,pkcs7_decrypt_rinfo,33,CVE-2019-1563-patch-08229ad838c5-libcrypto
openssl,CVE-2019-1563,08229ad838c5,CMS_decrypt,31,CVE-2019-1563-patch-08229ad838c5-libcrypto
openssl,CVE-2019-1563,08229ad838c5,cms_RecipientInfo_ktri_decrypt,49,CVE-2019-1563-patch-08229ad838c5-libcrypto
openssl,CVE-2019-1563,08229ad838c5,pkcs7_encode_rinfo,31,CVE-2019-1563-patch-08229ad838c5-libcrypto
openssl,CVE-2019-1563,08229ad838c5,PKCS7_dataDecode,153,CVE-2019-1563-patch-08229ad838c5-libcrypto
openssl,CVE-2016-2842,578b956fe741,fmtint,68,CVE-2016-2842-patch-578b956fe741-openssl
openssl,CVE-2016-2842,578b956fe741,BIO_vsnprintf,11,CVE-2016-2842-patch-578b956fe741-openssl
openssl,CVE-2016-2842,578b956fe741,roundv,3,CVE-2016-2842-patch-578b956fe741-openssl
openssl,CVE-2016-2842,578b956fe741,BIO_vprintf,16,CVE-2016-2842-patch-578b956fe741-openssl
openssl,CVE-2016-2842,578b956fe741,fmtfp,82,CVE-2016-2842-patch-578b956fe741-openssl
openssl,CVE-2016-2842,578b956fe741,doapr_outch,21,CVE-2016-2842-patch-578b956fe741-openssl
openssl,CVE-2016-2842,578b956fe741,_dopr,213,CVE-2016-2842-patch-578b956fe741-openssl
openssl,CVE-2022-4203,c927a3492698,nc_match,52,CVE-2022-4203-patch-c927a3492698-libcrypto
openssl,CVE-2022-4203,c927a3492698,do_i2r_name_constraints,19,CVE-2022-4203-patch-c927a3492698-libcrypto
openssl,CVE-2022-3602,fe3b639dc19b,ossl_punycode_decode,43,CVE-2022-3602-patch-fe3b639dc19b-libcrypto
openssl,CVE-2023-5678,db925ae2e65d,DH_check_pub_key_ex,19,CVE-2023-5678-patch-db925ae2e65d-libcrypto
openssl,CVE-2023-5678,db925ae2e65d,generate_key,86,CVE-2023-5678-patch-db925ae2e65d-libcrypto
openssl,CVE-2023-5678,db925ae2e65d,ossl_dh_compute_key,64,CVE-2023-5678-patch-db925ae2e65d-libcrypto
openssl,CVE-2022-3786,c42165b5706e,ossl_punycode_decode,43,CVE-2022-3786-patch-c42165b5706e-libcrypto
openssl,CVE-2022-3786,c42165b5706e,ossl_a2ulabel,43,CVE-2022-3786-patch-c42165b5706e-libcrypto
openssl,CVE-2023-2975,00e2f5eea299,siv_cipher,20,CVE-2023-2975-patch-00e2f5eea299-libcrypto
openssl,CVE-2015-0205,1421e0c584ae,ssl3_get_cert_verify,104,CVE-2015-0205-patch-1421e0c584ae-openssl
openssl,CVE-2020-1967,eb563247aef3,tls1_check_sig_alg,23,CVE-2020-1967-patch-eb563247aef3-libssl
openssl,CVE-2015-1793,9a0db453ba01,X509_verify_cert,143,CVE-2015-1793-patch-9a0db453ba01-openssl
openssl,CVE-2014-3572,b15f8769644b,ssl3_get_key_exchange,313,CVE-2014-3572-patch-b15f8769644b-openssl
openssl,CVE-2022-2274,4d8a88c134df,ossl_rsaz_mod_exp_avx512_x2,39,CVE-2022-2274-patch-4d8a88c134df-libcrypto
openssl,CVE-2016-0799,578b956fe741,fmtint,68,CVE-2016-0799-patch-578b956fe741-openssl
openssl,CVE-2016-0799,578b956fe741,BIO_vsnprintf,11,CVE-2016-0799-patch-578b956fe741-openssl
openssl,CVE-2016-0799,578b956fe741,roundv,3,CVE-2016-0799-patch-578b956fe741-openssl
openssl,CVE-2016-0799,578b956fe741,BIO_vprintf,16,CVE-2016-0799-patch-578b956fe741-openssl
openssl,CVE-2016-0799,578b956fe741,fmtfp,82,CVE-2016-0799-patch-578b956fe741-openssl
openssl,CVE-2016-0799,578b956fe741,doapr_outch,21,CVE-2016-0799-patch-578b956fe741-openssl
openssl,CVE-2016-0799,578b956fe741,_dopr,213,CVE-2016-0799-patch-578b956fe741-openssl
openssl,CVE-2016-2108,f5da52e308a6,ASN1_TYPE_cmp,17,CVE-2016-2108-patch-f5da52e308a6-openssl
openssl,CVE-2016-2108,f5da52e308a6,asn1_ex_c2i,71,CVE-2016-2108-patch-f5da52e308a6-openssl
openssl,CVE-2016-2108,f5da52e308a6,asn1_ex_i2c,50,CVE-2016-2108-patch-f5da52e308a6-openssl
openssl,CVE-2016-2107,68595c0c2886,aesni_cbc_hmac_sha256_cipher,73,CVE-2016-2107-patch-68595c0c2886-openssl
openssl,CVE-2016-2107,68595c0c2886,aesni_cbc_hmac_sha1_cipher,71,CVE-2016-2107-patch-68595c0c2886-openssl
openssl,CVE-2015-3194,d8541d7e9e63,rsa_pss_decode,17,CVE-2015-3194-patch-d8541d7e9e63-openssl
openssl,CVE-2021-23840,6a51b9e1d0cf,evp_EncryptDecryptUpdate,52,CVE-2021-23840-patch-6a51b9e1d0cf-libcrypto
openssl,CVE-2021-23840,6a51b9e1d0cf,EVP_DecryptUpdate,50,CVE-2021-23840-patch-6a51b9e1d0cf-libcrypto
ffmpeg,CVE-2020-22043,b288a7eb3d96,mpeg_mux_end,95,CVE-2020-22043-patch-b288a7eb3d96-ffmpeg
ffmpeg,CVE-2020-22043,b288a7eb3d96,mpeg_mux_init,127,CVE-2020-22043-patch-b288a7eb3d96-ffmpeg
ffmpeg,CVE-2020-23906,ec59dc73f0cc,read_packet,23,CVE-2020-23906-patch-ec59dc73f0cc-ffmpeg
ffmpeg,CVE-2020-22015,4c1afa292520,mov_write_video_tag,512,CVE-2020-22015-patch-4c1afa292520-ffmpeg
ffmpeg,CVE-2020-35965,b0a8b40294ea,decode_frame,56,CVE-2020-35965-patch-b0a8b40294ea-ffmpeg
ffmpeg,CVE-2020-22038,7c32e9cf93b7,v4l2_m2m_destroy_context,6,CVE-2020-22038-patch-7c32e9cf93b7-ffmpeg
ffmpeg,CVE-2020-22038,7c32e9cf93b7,ff_v4l2_m2m_codec_end,13,CVE-2020-22038-patch-7c32e9cf93b7-ffmpeg
ffmpeg,CVE-2020-22038,7c32e9cf93b7,v4l2_decode_init,22,CVE-2020-22038-patch-7c32e9cf93b7-ffmpeg
ffmpeg,CVE-2020-22031,0e68e8c93f90,config_input,3,CVE-2020-22031-patch-0e68e8c93f90-ffmpeg
ffmpeg,CVE-2020-22036,8c3166e1c302,config_props,4,CVE-2020-22036-patch-8c3166e1c302-ffmpeg
ffmpeg,CVE-2020-22034,1331e001796c,filter_frame,19,CVE-2020-22034-patch-1331e001796c-ffmpeg
ffmpeg,CVE-2020-22034,1331e001796c,config_input,3,CVE-2020-22034-patch-1331e001796c-ffmpeg
ffmpeg,CVE-2020-22046,097c917c1476,ff_ac3_encode_init,247,CVE-2020-22046-patch-097c917c1476-ffmpeg
ffmpeg,CVE-2020-22046,097c917c1476,ff_ac3_encode_close,35,CVE-2020-22046-patch-097c917c1476-ffmpeg
ffmpeg,CVE-2020-20453,a7a7f32c8ad0,aac_encode_frame,632,CVE-2020-20453-patch-a7a7f32c8ad0-ffmpeg
ffmpeg,CVE-2020-22027,e787f8fd7ee9,filter_slice,28,CVE-2020-22027-patch-e787f8fd7ee9-ffmpeg
ffmpeg,CVE-2022-1475,757da974b218,g729_parse,13,CVE-2022-1475-patch-757da974b218-ffmpeg
ffmpeg,CVE-2020-20898,99f8d32129dd,filter_prewitt,7,CVE-2020-20898-patch-99f8d32129dd-ffmpeg
ffmpeg,CVE-2020-20898,99f8d32129dd,filter16_roberts,8,CVE-2020-20898-patch-99f8d32129dd-ffmpeg
ffmpeg,CVE-2020-20898,99f8d32129dd,filter_roberts,7,CVE-2020-20898-patch-99f8d32129dd-ffmpeg
ffmpeg,CVE-2020-20898,99f8d32129dd,filter_sobel,7,CVE-2020-20898-patch-99f8d32129dd-ffmpeg
ffmpeg,CVE-2020-20898,99f8d32129dd,filter16_sobel,8,CVE-2020-20898-patch-99f8d32129dd-ffmpeg
ffmpeg,CVE-2020-20898,99f8d32129dd,filter16_prewitt,8,CVE-2020-20898-patch-99f8d32129dd-ffmpeg
ffmpeg,CVE-2020-22026,58bb9d3a3a6e,filter_frame,19,CVE-2020-22026-patch-58bb9d3a3a6e-ffmpeg
ffmpeg,CVE-2020-22026,58bb9d3a3a6e,config_input,3,CVE-2020-22026-patch-58bb9d3a3a6e-ffmpeg
ffmpeg,CVE-2020-22037,7bba0dd6382e,ff_frame_thread_encoder_init,87,CVE-2020-22037-patch-7bba0dd6382e-ffmpeg
ffmpeg,CVE-2020-22039,a581bb66ea5e,avi_write_trailer,39,CVE-2020-22039-patch-a581bb66ea5e-ffmpeg
ffmpeg,CVE-2020-22021,7971f62120a5,filter_edges,59,CVE-2020-22021-patch-7971f62120a5-ffmpeg
ffmpeg,CVE-2020-22021,7971f62120a5,filter_edges_16bit,60,CVE-2020-22021-patch-7971f62120a5-ffmpeg
ffmpeg,CVE-2020-22017,d4d6b7b0355f,oscilloscope_filter_frame,107,CVE-2020-22017-patch-d4d6b7b0355f-ffmpeg
ffmpeg,CVE-2020-22041,3488e0977c67,request_frame,15,CVE-2020-22041-patch-3488e0977c67-ffmpeg
ffmpeg,CVE-2020-20448,8802e329c831,encode_q_branch,252,CVE-2020-20448-patch-8802e329c831-ffmpeg
ffmpeg,CVE-2020-20448,8802e329c831,uninit,1,CVE-2020-20448-patch-8802e329c831-ffmpeg
ffmpeg,CVE-2020-24020,584f396132aa,dnn_execute_layer_conv2d,56,CVE-2020-24020-patch-584f396132aa-ffmpeg
ffmpeg,CVE-2020-24020,584f396132aa,dnn_execute_layer_math_binary,67,CVE-2020-24020-patch-584f396132aa-ffmpeg
ffmpeg,CVE-2020-24020,584f396132aa,dnn_execute_layer_math_unary,73,CVE-2020-24020-patch-584f396132aa-ffmpeg
ffmpeg,CVE-2020-24020,584f396132aa,calculate_operand_dims_count,1,CVE-2020-24020-patch-584f396132aa-ffmpeg
ffmpeg,CVE-2020-24020,584f396132aa,set_input_output_native,27,CVE-2020-24020-patch-584f396132aa-ffmpeg
ffmpeg,CVE-2020-24020,584f396132aa,dnn_execute_layer_maximum,10,CVE-2020-24020-patch-584f396132aa-ffmpeg
ffmpeg,CVE-2020-24020,584f396132aa,dnn_execute_layer_pad,175,CVE-2020-24020-patch-584f396132aa-ffmpeg
ffmpeg,CVE-2020-24020,584f396132aa,dnn_execute_layer_depth2space,22,CVE-2020-24020-patch-584f396132aa-ffmpeg
ffmpeg,CVE-2021-38291,e01d306c647b,av_get_audio_frame_duration2,2,CVE-2021-38291-patch-e01d306c647b-ffmpeg
ffmpeg,CVE-2021-38291,e01d306c647b,av_get_audio_frame_duration,2,CVE-2021-38291-patch-e01d306c647b-ffmpeg
ffmpeg,CVE-2020-22035,0749082eb93e,config_input,3,CVE-2020-22035-patch-0749082eb93e-ffmpeg
ffmpeg,CVE-2020-22035,0749082eb93e,filter_slice,28,CVE-2020-22035-patch-0749082eb93e-ffmpeg
ffmpeg,CVE-2020-20446,223b5e8ac9f6,psy_3gpp_analyze_channel,216,CVE-2020-20446-patch-223b5e8ac9f6-ffmpeg
ffmpeg,CVE-2020-22029,a7fd12797036,slice_get_derivative,31,CVE-2020-22029-patch-a7fd12797036-ffmpeg
ffmpeg,CVE-2020-22044,1d479300cbe0,nut_write_trailer,52,CVE-2020-22044-patch-1d479300cbe0-ffmpeg
ffmpeg,CVE-2020-21697,cfce16449cb8,mpeg_mux_write_packet,133,CVE-2020-21697-patch-cfce16449cb8-ffmpeg
ffmpeg,CVE-2020-21697,cfce16449cb8,remove_decoded_packets,19,CVE-2020-21697-patch-cfce16449cb8-ffmpeg
ffmpeg,CVE-2020-22030,e1b89c76f663,activate,39,CVE-2020-22030-patch-e1b89c76f663-ffmpeg
ffmpeg,CVE-2020-22019,82ad1b76751b,ff_vmafmotion_init,13,CVE-2020-22019-patch-82ad1b76751b-ffmpeg
ffmpeg,CVE-2020-20896,dd01947397b9,latm_write_packet,260,CVE-2020-20896-patch-dd01947397b9-ffmpeg
ffmpeg,CVE-2020-22024,723d69f99cd2,lagfun_frame16,16,CVE-2020-22024-patch-723d69f99cd2-ffmpeg
ffmpeg,CVE-2020-22020,ce5274c1385d,config_input,3,CVE-2020-22020-patch-ce5274c1385d-ffmpeg
ffmpeg,CVE-2020-22022,07050d7bdc32,filter_frame,19,CVE-2020-22022-patch-07050d7bdc32-ffmpeg
ffmpeg,CVE-2020-22048,fddef964e8aa,filter_frame,19,CVE-2020-22048-patch-fddef964e8aa-ffmpeg
ffmpeg,CVE-2020-22042,426c16d61a9b,ffmpeg_cleanup,145,CVE-2020-22042-patch-426c16d61a9b-ffmpeg
ffmpeg,CVE-2020-22023,0b5672387418,filter_frame,19,CVE-2020-22023-patch-0b5672387418-ffmpeg
tcpdump,CVE-2017-13018,26a6799b9ca8,pgm_print,375,CVE-2017-13018-patch-26a6799b9ca8-tcpdump
tcpdump,CVE-2017-12996,6fca58f5f9c9,pimv2_print,336,CVE-2017-12996-patch-6fca58f5f9c9-tcpdump
tcpdump,CVE-2017-12998,979dcefd7b25,isis_print_extd_ip_reach,73,CVE-2017-12998-patch-979dcefd7b25-tcpdump
tcpdump,CVE-2017-13028,29e5470e6ab8,bootp_print,109,CVE-2017-13028-patch-29e5470e6ab8-tcpdump
tcpdump,CVE-2018-14467,e3f3b445e2d2,bgp_capabilities_print,82,CVE-2018-14467-patch-e3f3b445e2d2-tcpdump
tcpdump,CVE-2017-13022,eee0b04bcfda,ip_optprint,57,CVE-2017-13022-patch-eee0b04bcfda-tcpdump
tcpdump,CVE-2017-13022,eee0b04bcfda,ip_printroute,23,CVE-2017-13022-patch-eee0b04bcfda-tcpdump
tcpdump,CVE-2017-13689,061e7371a944,ikev1_id_print,110,CVE-2017-13689-patch-061e7371a944-tcpdump
tcpdump,CVE-2017-13002,cbddb98484ea,aodv_extension,18,CVE-2017-13002-patch-cbddb98484ea-tcpdump
tcpdump,CVE-2018-14469,396e94ff55a8,ikev1_n_print,157,CVE-2018-14469-patch-396e94ff55a8-tcpdump
tcpdump,CVE-2017-13049,aa0858100096,ubik_print,159,CVE-2017-13049-patch-aa0858100096-tcpdump
